SA2_CODE,Aboriginal_Persons_15 - 65,Aboriginal_Persons_Over 65,Aboriginal_Persons_Under 15,Both Aboriginal and Torres Strait Islander_Persons_15 - 65,Both Aboriginal and Torres Strait Islander_Persons_Over 65,Both Aboriginal and Torres Strait Islander_Persons_Under 15,Torres Strait Islander_Persons_15 - 65,Torres Strait Islander_Persons_Over 65,Torres Strait Islander_Persons_Under 15,total_indigenous_population
101021007,110,0,27,0,0,0,0,0,0,137
101021008,783,31,178,0,0,0,18,0,3,1013
101021009,513,6,86,4,0,0,10,0,0,619
101021010,271,3,65,3,0,0,0,0,0,342
101021011,517,7,119,14,0,9,3,0,0,669
101021012,559,9,106,13,0,0,4,0,0,691
101031013,80,3,14,0,0,0,0,0,0,97
101031014,358,7,50,3,0,0,6,0,0,424
101031015,106,7,16,0,0,0,4,0,0,133
101031016,129,3,23,0,0,0,10,0,6,171
101041017,894,30,236,4,0,0,13,0,0,1177
101041018,547,18,111,8,0,0,8,0,4,696
101041019,498,15,135,3,0,0,0,0,0,651
101041020,330,8,77,11,0,3,5,0,0,434
101041021,178,0,44,3,0,0,0,0,0,225
101041022,0,0,0,0,0,0,0,0,0,0
101041023,330,14,79,4,0,0,8,0,0,435
101041024,422,15,96,10,0,0,7,0,6,556
101041025,318,11,62,0,0,0,0,0,0,391
101041026,597,14,110,20,0,3,7,0,0,751
101041027,649,32,141,7,0,0,3,0,0,832
101051539,1527,33,301,29,0,10,28,9,0,1937
101051540,508,22,140,5,0,0,8,0,3,686
101061541,375,16,103,3,0,0,0,0,0,497
101061542,288,7,58,7,0,0,5,0,0,365
101061543,667,24,187,0,0,0,9,0,0,887
101061544,535,23,120,8,0,0,20,3,3,712
102011028,205,4,35,3,0,0,6,0,0,253
102011029,426,9,95,3,0,0,16,0,7,556
102011030,200,6,33,0,0,0,7,0,0,246
102011031,426,10,91,8,0,0,8,6,3,552
102011032,831,24,175,3,0,0,16,0,0,1049
102011033,373,4,50,0,0,0,24,0,3,454
102011034,299,10,64,3,0,0,10,0,9,395
102011035,370,4,83,0,0,0,8,0,0,465
102011036,255,3,58,0,0,0,3,0,0,319
102011037,192,6,41,0,0,0,3,0,0,242
102011038,280,6,59,11,0,0,9,0,0,365
102011039,319,6,67,7,0,3,9,0,3,414
102011040,1378,54,241,7,0,0,13,0,8,1701
102011041,315,7,67,0,0,0,9,0,0,398
102011042,1025,41,209,10,0,0,3,0,0,1288
102011043,554,13,134,14,0,6,15,0,0,736
102021044,1329,47,331,16,0,3,23,0,3,1752
102021045,1256,15,335,22,0,3,40,0,12,1683
102021046,838,33,196,14,0,3,11,0,3,1098
102021047,915,20,201,17,0,3,13,0,4,1173
102021048,1887,60,454,37,0,13,47,4,3,2505
102021049,130,3,23,3,0,0,0,0,0,159
102021050,717,31,149,8,0,6,16,4,0,931
102021051,203,0,50,0,0,0,0,0,0,253
102021052,428,15,91,9,0,3,4,0,0,550
102021053,1035,28,216,9,0,0,16,0,3,1307
102021054,733,32,155,9,0,3,13,0,5,950
102021055,277,10,70,3,0,0,3,0,0,363
102021056,1055,23,272,9,0,9,17,0,0,1385
102021057,885,38,207,17,0,3,15,0,0,1165
103011058,2010,36,409,34,0,9,21,7,0,2526
103011059,1136,29,312,20,3,12,28,0,12,1552
103011060,308,10,61,10,4,4,13,0,0,410
103011061,249,11,45,3,0,0,16,0,4,328
103021062,1732,74,394,4,0,6,9,0,0,2219
103021063,1273,59,274,24,0,6,12,8,0,1656
103021064,343,22,71,0,0,0,11,0,3,450
103021065,1662,81,332,50,0,14,23,3,4,2169
103021066,171,11,36,0,0,0,0,0,0,218
103021067,1667,35,396,5,0,0,11,0,0,2114
103021068,604,38,117,0,0,0,3,0,0,762
103021069,383,13,111,3,0,3,6,0,0,519
103031070,1236,56,218,9,0,0,32,3,7,1561
103031071,640,19,155,12,0,0,8,3,0,837
103031072,1035,18,268,8,0,0,13,0,0,1342
103031073,280,14,69,0,0,0,4,4,0,371
103031074,860,36,185,7,0,5,7,0,0,1100
103031075,0,0,0,0,0,0,0,0,0,0
103041076,395,12,99,5,0,0,3,0,0,514
103041077,1979,44,454,52,0,8,30,0,3,2570
103041078,1841,38,471,18,0,6,35,0,6,2415
103041079,569,18,140,14,0,3,3,0,3,750
104011080,2498,80,559,49,0,16,46,3,14,3265
104011081,1200,47,261,27,3,0,22,0,4,1564
104011082,1182,68,256,10,0,0,18,0,10,1544
104021083,290,3,72,4,0,3,7,0,3,382
104021084,1618,44,384,17,0,6,28,0,4,2101
104021085,711,35,108,16,0,6,12,0,0,888
104021086,187,4,44,5,0,5,0,0,0,245
104021087,237,13,44,0,0,0,8,0,4,306
104021088,387,6,92,13,0,0,3,0,0,501
104021089,1683,50,353,19,0,3,21,0,6,2135
104021090,262,13,49,0,0,0,0,0,0,324
104021091,913,33,210,21,0,11,33,0,5,1226
105011092,2665,99,492,19,0,3,10,7,3,3298
105011093,998,45,214,0,0,0,4,0,0,1261
105011094,1837,78,423,18,3,3,4,0,0,2366
105011095,1277,57,292,7,0,0,3,0,0,1636
105011096,3171,131,600,28,0,0,21,0,0,3951
105021097,2368,56,521,23,0,3,19,3,8,3001
105021098,1261,37,180,8,0,0,3,0,0,1489
105031099,1262,56,272,11,0,0,20,0,3,1624
105031100,2907,79,666,29,0,9,28,0,3,3721
105031101,3255,119,717,17,0,8,29,3,4,4152
105031102,2422,56,600,55,0,12,48,0,3,3196
105031103,522,20,109,17,0,6,3,0,0,677
105031104,917,41,208,21,0,0,4,0,0,1191
105031105,1926,82,467,44,0,15,31,3,6,2574
105031106,3112,86,519,38,0,3,12,0,0,3770
106011107,795,21,189,4,0,0,30,0,8,1047
106011108,2750,59,562,92,3,24,82,7,14,3593
106011109,619,15,131,12,0,0,3,0,3,783
106011110,663,23,160,14,0,6,19,8,6,899
106011111,2081,55,500,32,4,0,35,0,7,2714
106011112,1512,32,341,8,0,6,51,0,13,1963
106011113,356,7,90,7,0,3,0,0,0,463
106021114,593,18,122,21,0,10,16,0,0,780
106021115,1956,58,453,55,0,18,68,0,10,2618
106021116,293,3,70,15,0,8,10,0,6,405
106021117,2206,48,555,56,0,29,55,4,17,2970
106021118,623,16,145,0,0,0,13,0,3,800
106031119,246,4,53,10,0,3,13,0,3,332
106031120,510,18,127,6,0,3,16,0,3,683
106031121,881,42,211,20,0,6,30,9,7,1206
106031122,1688,41,439,23,0,9,43,0,14,2257
106031123,282,6,59,3,0,0,0,0,0,350
106031124,352,12,71,0,0,0,0,0,0,435
106031125,1262,30,266,40,0,7,13,0,0,1618
106041126,1735,34,420,20,0,4,24,0,0,2237
106041127,334,14,91,3,0,0,4,0,0,446
106041128,366,6,80,6,0,0,3,0,0,461
106041129,708,18,174,11,0,6,14,0,3,934
107011131,1538,46,361,32,0,10,30,3,0,2020
107011132,314,6,79,11,0,3,0,0,0,413
107011133,0,0,0,0,0,0,0,0,0,0
107011134,511,18,106,13,0,0,3,0,3,654
107011545,847,23,206,8,0,0,18,0,0,1102
107011546,659,11,193,0,0,0,12,0,0,875
107011547,264,19,29,0,0,0,3,0,0,315
107021135,0,0,0,0,0,0,0,0,0,0
107031136,794,9,181,18,0,3,19,0,6,1030
107031137,518,10,130,6,3,0,0,0,0,667
107031138,204,7,46,0,0,0,0,0,0,257
107031139,202,0,24,0,0,0,0,0,0,226
107031140,222,10,43,5,0,6,10,0,0,296
107031141,667,29,149,4,0,3,19,0,3,874
107031142,467,7,109,12,0,3,4,0,0,602
107031143,1542,51,351,9,0,7,48,0,13,2021
107041144,591,23,116,0,0,0,24,0,0,754
107041145,928,23,185,25,0,10,15,0,3,1189
107041146,474,15,89,18,0,3,3,0,0,602
107041147,322,12,55,7,0,0,8,0,0,404
107041148,285,18,50,11,0,0,4,0,3,371
107041150,746,16,164,0,0,0,20,0,0,946
107041548,334,7,15,15,0,0,7,0,0,378
107041549,490,8,98,0,0,0,7,0,0,603
108011151,388,34,77,5,0,0,4,0,0,508
108011152,1267,40,309,18,4,0,16,0,0,1654
108011153,441,17,113,9,0,0,11,0,0,591
108011154,370,40,60,5,0,3,5,3,3,489
108021155,3810,115,797,95,5,41,29,0,3,4895
108021156,952,39,230,26,0,7,0,0,0,1254
108021157,463,27,105,21,0,16,12,0,3,647
108021158,937,51,205,12,3,3,7,0,0,1218
108021159,791,29,190,13,0,6,7,0,3,1039
108021160,417,21,100,3,0,0,0,0,0,541
108031161,3,0,3,0,0,0,0,0,0,6
108041162,811,46,162,6,0,4,11,0,0,1040
108041163,1431,36,312,16,0,0,11,0,0,1806
108041164,1307,48,322,9,0,3,12,3,0,1704
108041165,315,9,50,0,0,0,4,0,0,378
108041166,1020,26,281,3,0,0,3,0,0,1333
108051167,599,29,110,3,3,0,3,0,4,751
108051168,613,23,175,15,0,3,7,0,3,839
108051169,3084,86,768,50,3,15,63,0,7,4076
108051170,784,46,177,22,0,4,17,0,6,1056
108051171,442,7,136,4,0,0,6,0,3,598
109011172,448,5,98,3,0,0,3,0,0,557
109011173,465,6,120,13,0,0,7,0,0,611
109011174,384,5,82,6,0,3,6,0,3,489
109011175,448,17,148,9,0,6,9,0,0,637
109011176,840,14,211,4,0,0,16,0,3,1088
109021177,271,10,63,3,0,0,0,0,0,347
109021178,987,44,189,26,0,0,3,0,0,1249
109021179,363,11,76,7,0,0,4,0,0,461
109031180,143,0,40,0,0,0,0,0,0,183
109031181,173,5,34,6,0,3,6,0,0,227
109031182,498,27,114,9,0,7,18,0,0,673
109031183,354,23,76,0,0,0,3,0,0,456
109031184,245,12,49,0,0,0,3,0,0,309
109031185,338,11,89,3,0,0,8,0,3,452
110011186,2620,82,573,30,0,6,45,0,8,3364
110011187,389,17,96,11,0,0,8,0,0,521
110011188,616,27,151,8,0,0,11,0,0,813
110011189,280,13,61,4,0,4,11,0,0,373
110021190,805,27,171,30,3,10,10,0,3,1059
110021191,1672,56,375,44,3,20,14,0,12,2196
110021192,782,42,167,0,0,0,3,0,0,994
110021193,483,25,126,6,0,4,18,0,3,665
110021194,594,14,130,18,0,6,14,3,5,784
110031195,3123,131,600,40,0,13,12,0,0,3919
110031196,1384,52,295,28,0,3,11,0,3,1776
110031197,1307,34,322,49,4,15,15,0,10,1756
110031198,904,27,198,9,0,3,14,0,3,1158
110041199,1926,71,490,25,0,3,20,0,0,2535
110041200,640,37,134,11,0,0,11,0,3,836
110041201,1479,85,281,11,0,8,29,6,4,1903
110041202,3129,90,763,69,6,22,42,0,3,4124
110041203,2002,62,416,37,0,3,31,3,3,2557
110041204,1894,43,527,34,0,12,35,0,11,2556
110041205,2053,85,492,33,0,6,60,7,8,2744
111011206,903,43,202,3,0,0,4,0,0,1155
111011207,457,7,90,3,0,0,4,0,0,561
111011208,1250,30,291,17,0,6,15,0,3,1612
111011209,1454,36,316,15,0,9,19,0,0,1849
111011210,1025,35,284,12,3,0,6,0,0,1365
111011211,142,3,34,3,0,0,4,0,0,186
111011212,659,26,137,11,0,0,8,0,3,844
111011213,255,19,56,3,0,0,0,0,0,333
111011214,536,17,110,8,0,4,11,0,0,686
111021215,845,35,163,24,0,10,17,0,0,1094
111021216,574,15,138,3,0,0,12,0,8,750
111021217,1122,27,313,18,0,7,28,0,6,1521
111021218,809,21,180,28,0,3,23,0,9,1073
111021219,1075,42,236,34,0,4,25,0,3,1419
111021220,534,24,120,10,0,0,12,0,0,700
111021221,579,13,104,5,0,0,14,0,3,718
111031222,633,7,107,13,0,0,4,0,0,764
111031223,852,24,215,6,0,4,6,0,3,1110
111031224,626,13,107,22,4,6,20,0,0,798
111031225,652,20,137,8,0,0,16,0,0,833
111031226,1032,21,252,13,0,4,14,0,0,1336
111031227,940,27,126,12,0,0,13,0,0,1118
111031228,361,11,34,8,0,0,6,0,0,420
111031229,454,13,37,4,0,0,6,0,0,514
111031230,0,0,0,0,0,0,0,0,0,0
111031231,638,13,109,37,0,18,20,6,6,847
111031232,450,7,104,13,0,0,3,0,0,577
111031233,1317,42,310,7,0,0,27,3,0,1706
111031234,837,22,171,8,0,5,11,0,0,1054
111031235,553,16,72,0,0,0,7,0,4,652
112011236,1019,53,199,15,0,3,41,0,6,1336
112011237,844,27,166,6,0,0,30,0,4,1077
112011238,92,0,18,0,0,0,6,0,0,116
112011239,286,13,50,30,0,10,15,0,0,404
112011240,217,4,30,4,3,0,17,0,0,275
112011241,353,15,71,13,0,8,9,0,8,477
112011242,231,3,51,4,0,0,9,0,3,301
112011243,214,6,33,13,0,3,12,0,5,286
112021244,1708,23,444,17,0,3,26,3,0,2224
112021245,563,26,113,12,0,0,10,0,0,724
112021246,1320,19,332,33,0,12,28,0,0,1744
112021247,473,17,98,8,0,0,5,0,0,601
112021248,1327,25,263,18,0,6,36,0,11,1686
112021249,662,10,121,24,0,5,13,0,3,838
112031250,772,46,131,68,8,14,93,3,15,1150
112031251,433,14,119,22,0,10,20,0,9,627
112031252,338,7,69,13,0,6,34,0,3,470
112031253,632,11,147,73,3,12,57,3,16,954
112031254,970,35,191,127,0,29,106,6,16,1480
112031550,959,38,194,109,3,21,51,0,10,1385
112031551,140,3,25,7,0,0,19,0,0,194
112031552,663,33,146,48,6,11,64,0,19,990
113011256,1489,45,341,14,0,0,33,0,6,1928
113011257,1309,45,267,9,0,0,17,0,11,1658
113011258,813,20,194,7,0,0,12,0,7,1053
113011259,904,44,187,3,0,0,3,0,3,1144
113021260,256,7,55,4,0,0,0,0,0,322
113021261,473,25,108,4,0,0,15,0,3,628
113021262,247,7,61,0,0,0,0,0,0,315
113031263,643,38,124,5,0,0,9,0,0,819
113031264,141,10,43,0,0,0,4,0,0,198
113031265,845,6,110,17,0,3,7,0,3,991
113031266,225,12,49,0,0,0,5,0,3,294
113031267,1043,20,266,7,0,7,16,4,0,1363
113031268,201,6,40,6,0,0,0,0,0,253
113031269,2218,40,564,32,0,7,38,3,0,2902
113031270,1475,48,335,13,0,4,21,0,3,1899
113031271,779,31,195,11,0,0,22,0,8,1046
114011272,274,15,57,3,0,0,10,0,0,359
114011273,239,5,62,0,0,0,0,0,0,306
114011274,506,27,78,0,0,0,3,0,0,614
114011275,0,0,0,0,0,0,0,0,0,0
114011276,185,11,24,0,0,0,3,0,3,226
114011277,1369,69,303,13,0,8,27,3,7,1799
114011278,3010,78,686,47,0,10,73,6,20,3930
114011279,1427,44,371,8,0,0,18,3,0,1871
114011280,222,14,43,3,0,0,6,0,0,288
114011281,220,3,37,0,0,0,7,0,3,270
114011282,762,30,193,6,0,0,21,6,0,1018
114011283,171,6,39,3,0,0,0,0,0,219
114021284,169,9,46,4,0,0,4,0,3,235
114021285,325,11,64,0,0,0,0,0,0,400
114021286,350,27,62,4,0,0,0,0,0,443
114021287,388,11,88,3,0,0,14,0,0,504
114021288,73,4,19,3,3,0,0,0,0,102
114021289,139,6,30,0,0,0,7,0,0,182
115011290,192,10,39,0,0,0,0,0,0,241
115011291,138,9,24,0,0,0,0,0,0,171
115011294,52,0,14,0,0,0,0,0,0,66
115011296,65,0,8,0,0,0,0,0,0,73
115011553,20,3,6,0,0,0,4,0,0,33
115011554,16,0,3,0,0,0,0,0,0,19
115011555,54,4,15,0,0,0,0,0,0,73
115011556,52,0,13,7,0,4,0,0,0,76
115011557,20,0,7,0,0,0,0,0,0,27
115011558,72,0,11,3,0,0,0,0,0,86
115011559,140,0,32,9,0,0,0,0,0,181
115021297,229,11,40,0,0,0,14,3,0,297
115021298,81,0,11,0,0,0,0,0,0,92
115031299,143,3,26,0,0,0,0,0,0,172
115031300,932,23,191,15,0,4,8,0,0,1173
115041301,358,12,72,0,0,0,4,0,4,450
115041302,290,0,60,0,0,0,3,0,0,353
116011303,370,11,75,18,0,0,9,0,0,483
116011304,744,26,148,20,0,4,24,3,9,978
116011306,1198,28,269,12,0,0,34,0,0,1541
116011307,821,35,144,31,0,18,24,3,10,1086
116011308,555,11,124,4,0,0,24,0,4,722
116011560,226,10,48,7,0,0,16,0,0,307
116011561,422,16,82,0,0,0,4,0,0,524
116021309,161,3,28,4,0,0,0,0,0,196
116021310,656,7,70,18,0,9,13,0,3,776
116021312,749,12,143,16,0,10,19,0,7,956
116021562,22,0,7,0,0,0,0,0,0,29
116021563,584,8,134,4,0,0,0,0,0,730
116031313,2349,65,674,29,0,12,31,0,10,3170
116031314,296,6,70,11,0,0,6,0,0,389
116031315,765,3,203,18,0,3,38,0,4,1034
116031316,2638,62,729,14,0,3,46,0,10,3502
116031317,1322,43,287,15,0,3,44,0,3,1717
116031318,0,0,0,0,0,0,0,0,0,0
116031319,592,30,108,6,0,4,6,0,0,746
117011320,0,0,0,0,0,0,0,0,0,0
117011321,454,21,69,10,0,3,11,0,0,568
117011322,451,22,69,8,0,0,17,0,0,567
117011323,364,15,55,14,0,0,14,0,0,462
117011324,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0
117021326,713,20,99,6,0,0,3,0,0,841
117021327,460,13,42,12,0,0,7,0,0,534
117021328,213,3,34,5,0,3,0,0,0,258
117031329,112,3,0,3,0,0,6,0,0,124
117031330,382,20,43,8,0,0,0,0,0,453
117031331,537,20,69,16,0,0,27,0,3,672
117031332,443,10,32,10,0,0,11,0,0,506
117031333,366,5,38,10,0,0,25,0,3,447
117031334,274,3,46,14,0,3,11,0,3,354
117031335,592,20,60,32,0,0,17,0,0,721
117031336,275,6,16,4,0,0,9,0,0,310
117031337,81,4,0,0,0,0,10,0,0,95
117031338,940,33,144,43,0,3,22,0,3,1188
118011339,117,0,11,3,0,0,0,0,0,131
118011340,117,0,10,3,0,0,5,0,0,135
118011341,130,0,20,0,0,0,6,0,0,156
118011342,0,0,0,0,0,0,0,0,0,0
118011343,123,3,27,0,0,0,3,0,0,156
118011344,52,0,15,4,0,3,4,0,0,78
118011345,79,0,7,4,0,0,7,0,0,97
118011346,37,0,5,3,0,0,0,0,0,45
118011347,21,0,0,0,0,0,3,0,3,27
118021348,353,8,62,17,0,6,21,0,5,472
118021350,1945,76,281,32,0,0,24,0,7,2365
118021564,207,0,6,3,0,0,7,0,0,223
118021565,149,3,32,0,0,0,5,0,0,189
118021566,108,0,20,0,0,0,0,0,0,128
118021567,313,15,63,12,0,0,16,0,0,419
118021568,125,0,17,0,0,0,8,0,3,153
118021569,168,0,23,0,0,0,11,0,0,202
118021570,113,3,18,0,0,0,0,0,0,134
119011354,276,7,44,7,0,3,18,0,0,355
119011355,6,0,0,0,0,0,0,0,0,6
119011356,90,3,20,0,0,0,0,0,0,113
119011357,212,12,48,0,0,0,0,0,0,272
119011358,264,19,51,0,0,0,3,0,0,337
119011359,643,25,141,14,0,0,6,0,3,832
119011360,231,9,56,0,0,0,3,0,0,299
119011361,260,9,21,6,0,0,12,0,6,314
119011571,91,0,7,0,0,0,6,0,0,104
119011572,100,0,10,0,0,0,10,0,3,123
119021362,194,18,24,10,0,0,14,0,6,266
119021363,253,11,65,0,0,0,3,0,0,332
119021364,274,11,63,0,0,0,22,6,0,376
119021366,150,0,31,4,0,4,3,0,3,195
119021367,142,3,29,0,0,0,10,0,3,187
119021573,74,0,14,0,0,0,0,0,0,88
119021574,34,0,3,0,0,0,3,0,0,40
119031368,112,4,15,0,0,0,5,0,0,136
119031369,244,3,45,0,0,0,0,0,0,292
119031370,160,7,33,3,0,0,24,0,0,227
119031371,128,0,23,0,0,0,0,0,0,151
119031372,247,11,44,0,0,0,4,0,0,306
119031373,107,4,23,0,0,0,0,0,0,134
119031374,128,6,17,0,0,0,23,0,0,174
119041375,264,0,30,3,0,0,9,0,0,306
119041376,177,3,30,0,0,0,6,0,0,216
119041377,141,10,31,3,0,0,13,0,0,198
119041378,84,0,16,0,0,0,0,0,0,100
119041379,150,0,25,5,0,3,5,0,0,188
119041380,194,3,27,0,0,0,6,0,0,230
119041381,176,0,19,8,3,0,0,0,0,206
119041382,227,3,37,9,0,3,14,0,3,296
120011383,169,8,28,4,0,0,0,0,0,209
120011384,150,6,31,0,0,0,10,0,7,204
120011385,90,4,10,0,0,0,3,0,0,107
120011386,213,3,40,0,0,0,11,0,0,267
120021387,181,10,12,0,0,0,6,0,0,209
120021388,515,12,77,8,0,0,23,0,7,642
120021389,213,10,34,6,0,0,3,0,0,266
120031390,228,6,46,12,0,3,15,0,4,314
120031391,129,7,15,0,0,0,4,0,0,155
120031392,210,3,35,0,0,0,0,0,0,248
120031393,172,3,35,0,0,0,3,0,0,213
120031394,394,10,66,20,0,3,5,0,0,498
120031395,178,0,19,0,0,0,0,0,0,197
120031396,54,0,3,0,0,0,3,0,0,60
120031575,100,4,8,0,0,0,5,0,0,117
120031576,27,3,0,0,0,0,0,0,0,30
121011398,77,0,7,0,0,0,0,0,0,84
121011399,60,0,3,0,0,0,0,0,0,63
121011400,143,4,30,3,0,0,0,0,0,180
121011401,36,0,4,0,0,0,0,0,0,40
121011402,68,3,12,0,0,0,0,0,0,83
121021403,214,4,55,6,0,0,0,0,0,279
121021404,159,4,23,0,0,0,0,0,0,186
121021406,161,0,34,0,0,0,10,0,3,208
121021577,81,3,10,0,0,0,0,0,0,94
121021578,76,6,14,0,0,0,0,0,0,96
121021579,39,0,4,0,0,0,0,0,0,43
121031407,47,0,3,0,0,0,0,0,0,50
121031408,53,3,3,0,0,0,0,0,0,59
121031409,25,0,3,0,0,0,3,0,3,34
121031410,50,0,3,5,0,0,0,0,0,58
121031411,44,0,3,0,0,0,5,0,0,52
121031412,99,3,23,3,0,0,7,0,3,138
121041413,64,0,8,0,0,0,0,0,0,72
121041414,83,0,6,3,0,0,10,0,0,102
121041415,93,0,5,0,0,0,0,0,0,98
121041416,84,0,7,0,0,3,7,0,0,101
121041417,65,0,3,0,0,0,0,0,0,68
122011418,105,0,18,3,0,4,0,0,0,130
122011419,141,12,11,6,0,0,5,0,0,175
