"","STAT_UNIT","UNIT_MEASURE","EDU_LEVEL","EDU_CAT","SEX","AGE","GRADE","SECTOR_EDU","EDU_ATTAIN","WEALTH_QUINTILE","LOCATION","EDU_TYPE","EDU_FIELD","SUBJECT","INFRASTR","SE_BKGRD","TEACH_EXPERIENCE","CONTRACT_TYPE","COUNTRY_ORIGIN","REGION_DEST","IMM_STATUS","REF_AREA","TIME_PERIOD","OBS_VALUE","UNIT_MULT","OBS_STATUS","FREQ","DECIMALS"
"87","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BG","2016","4","0","A","A","5"
"88","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BE","2016","49","0","A","A","5"
"89","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","LT","2016","4","0","A","A","5"
"90","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","LV","2016","2","0","A","A","5"
"91","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","LV","2017","0","0","A","A","5"
"92","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MA","2016","3","0","A","A","5"
"93","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MA","2017","3","0","A","A","5"
"94","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","PS","2016","0","0","A","A","5"
"95","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","PS","2017","0","0","A","A","5"
"96","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","EE","2016","3","0","A","A","5"
"97","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","SV","2016","1","0","A","A","5"
"98","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","SV","2017","1","0","A","A","5"
"99","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","HR","2016","0","0","A","A","5"
"100","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AL","2016","0","0","A","A","5"
"101","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AL","2017","0","0","A","A","5"
"102","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CL","2016","1","0","A","A","5"
"103","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CL","2017","0","0","A","A","5"
"104","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","UZ","2016","0","0","A","A","5"
"105","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","UZ","2017","0","0","A","A","5"
"106","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CI","2016","0","0","A","A","5"
"107","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MX","2016","NaN","0","X","A","5"
"108","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MX","2017","NaN","0","X","A","5"
"109","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","NA","2016","0","0","A","A","5"
"110","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MY","2016","206","0","A","A","5"
"111","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MY","2017","126","0","A","A","5"
"112","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MZ","2016","3","0","A","A","5"
"113","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MZ","2017","0","0","A","A","5"
"114","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","HU","2016","32","0","A","A","5"
"115","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","SN","2016","NaN","0","X","A","5"
"116","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","SN","2017","NaN","0","X","A","5"
"117","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","GR","2016","32","0","A","A","5"
"118","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","QA","2016","28","0","A","A","5"
"119","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","QA","2017","30","0","A","A","5"
"120","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","EC","2016","2","0","A","A","5"
"121","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","DZ","2016","NaN","0","X","A","5"
"122","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","DZ","2017","NaN","0","X","A","5"
"123","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","HK","2016","19","0","A","A","5"
"124","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","HK","2017","20.73300","0","A","A","5"
"125","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","PL","2016","24","0","A","A","5"
"126","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","RO","2016","17","0","A","A","5"
"127","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","PT","2016","19","0","A","A","5"
"128","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","PR","2016","NaN","0","X","A","5"
"129","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","ES","2016","47","0","A","A","5"
"130","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","EG","2016","3","0","A","A","5"
"131","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","SK","2016","1","0","A","A","5"
"132","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","FI","2016","60","0","A","A","5"
"133","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MT","2016","1","0","A","A","5"
"134","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AR","2016","40","0","A","A","5"
"135","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AD","2016","0","0","A","A","5"
"136","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AD","2017","0","0","A","A","5"
"137","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","SI","2016","2","0","A","A","5"
"138","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","TH","2016","34","0","A","A","5"
"139","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BN","2016","1","0","A","A","5"
"140","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BN","2017","2","0","A","A","5"
"141","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","DO","2016","1","0","A","A","5"
"142","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","DO","2017","0","0","A","A","5"
"143","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","ID","2017","76","0","A","A","5"
"144","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CN","2016","NaN","0","X","A","5"
"145","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CN","2017","NaN","0","X","A","5"
"146","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CR","2016","NaN","0","X","A","5"
"147","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CR","2017","1","0","A","A","5"
"148","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","CD","2016","0","0","A","A","5"
"149","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","NL","2016","NaN","0","X","A","5"
"150","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","JO","2016","31","0","A","A","5"
"151","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","JO","2017","25","0","A","A","5"
"152","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","KE","2016","NaN","0","X","A","5"
"153","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","US","2016","4077.19243","0","A","A","5"
"154","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AT","2016","90.50000","0","A","A","5"
"155","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AT","2017","86.75000","0","A","A","5"
"156","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MD","2016","0","0","A","A","5"
"157","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MD","2017","0","0","A","A","5"
"158","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AM","2016","0","0","A","A","5"
"159","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","AM","2017","0","0","A","A","5"
"160","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BA","2016","3","0","A","A","5"
"161","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BA","2017","3","0","A","A","5"
"162","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","LI","2016","0","0","A","A","5"
"163","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","KZ","2016","0","0","A","A","5"
"164","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","KZ","2017","0","0","A","A","5"
"165","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BR","2016","30","0","A","A","5"
"166","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BZ","2016","NaN","0","X","A","5"
"167","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BZ","2017","NaN","0","X","A","5"
"168","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MR","2016","0","0","A","A","5"
"169","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","MR","2017","0","0","A","A","5"
"170","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BJ","2016","0","0","A","A","5"
"171","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BH","2016","10","0","A","A","5"
"172","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BH","2017","11","0","A","A","5"
"173","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BF","2016","NaN","0","X","A","5"
"174","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","BF","2017","NaN","0","X","A","5"
"175","STU_MOBILE","PER","L5T8","_T","_T","_T","_T","INST_T","_Z","_Z","_T","_T","_T","_T","_Z","_Z","_Z","_Z","AU","W00","_Z","LU","2016","2","0","A","A","5"
